id,allelectrons_Total,density_Total,allelectrons_Average,val_e_Average,atomicweight_Average,ionenergy_Average,el_neg_chi_Average,R_vdw_element_Average,R_cov_element_Average,zaratio_Average,density_Average,Hardness
5271,214,34.058654,34.28571429,5.428571429,77.36308571,10.96035714,2.657142857,1.97,1.09,0.460422857,4.19744,2.5
5272,100,5.686908,10,4.8,20.34164903,10.91354375,2.75375,1.626,0.88125,0.492719,1.02048,5.5
5273,239,40.61,24.5,4.5,53.441338,11.38168,2.81,1.742,0.86,0.47754,4.52989,4
5274,40,2.3341635,6.666666667,4,13.01612833,12.70046667,2.77,1.31,0.616666667,0.663796667,0.13641,4
5275,245,27.56039975,11.9047619,4.714285714,24.79741171,11.0975047,2.784761905,1.699047619,0.964285714,0.514108571,0.77755,5.8
5276,36,0.864995,18,4,37.27215,8.65415,1.99,2.25,1.5,0.482036,0.5043,2
5277,235,17.623984,9.44,4.8,18.89450222,10.93895,2.703,1.698,0.866,0.49111,0.85358,6.8
5278,58,7.87674775,18,4,37.27215,9.1302,2.53,1.625,1.41,0.49954,1.74944,5.5
5279,90,11.351332,18,4.8,39.568056,10.629,2.687,1.82,0.936,0.492736,2.41982,3.5
5280,3328,7.4428315,8,4,17.7903568,11.47577,2.799,1.75,0.828,0.49968,0.53914,4
5281,87,11.07307175,5.75,3.75,11.72929078,12.06715,2.6425,1.52,0.7225,0.695602,0.5043,5.3
5282,284,45.0681235,31.5,5.142857143,70.86662595,9.101857143,1.924285714,1.908571429,1.325714286,0.468992857,5.62731,2.3
5283,74,10.670656,22,4.8,49.22444938,11.27156667,2.901666667,1.767,0.965,0.479405,1.31763,6.8
5284,78,11.624328,7.4,3.2,15.69310028,12.41584,2.572,1.394,0.664,0.485951,1.23121,2.5
5285,107,15.751996,22.8,4.4,49.204038,11.33182,2.796,1.728,0.88,0.47899,2.732,5.5
5286,144,15.449328,14.4,4.8,30.341818,11.20276,2.836,1.649,0.92,0.490932,2.54439,6
5287,144,17.641328,24.5,4.5,53.05033333,11.22316667,2.746666667,1.758333333,0.981666667,0.474655,0.47413,6
5288,58,3.883996,11.6,4.8,23.231818,11.02384,2.644,1.794,0.96,0.499514,0.7768,4.8
5289,70,5.896328,10,4.571428571,20.09830286,11.13101429,2.647142857,1.745714286,0.904285714,0.493918571,0.83154,6
5290,90,11.463996,18,5.6,39.568056,12.0863,2.868,1.652,0.864,0.476196,2.94712,2
5291,116,8.147992,11.2,4.8,23.170338,10.93895,2.66,1.752,0.88,0.49111,0.86614,6
5292,110,15.55,36,4,160.15216,8.851566667,2.96,2.015,1.12,0.449615,6.0674,2.5
5293,122,13.385996,12.2,4.8,24.808518,11.14446,2.502,1.742,0.944,0.48502,1.07443,6
5294,182,20.807992,17.22222222,4.444444444,37.41610711,11.48846667,2.821111111,1.733333333,0.915555556,0.474726667,1.0066,6
5295,126,20.855328,21,4.666666667,47.98568667,9.085316667,2.806666667,1.813333333,1.18,0.486506667,2.07755,5.8
5296,42,2.70174775,7.5,4,14.99685963,11.7051,2.6725,1.495,0.71,0.6184925,0.72824,6.8
5297,46,6.071576,6.571428571,4.571428571,13.68940848,12.17435714,2.782857143,1.572857143,0.762857143,0.474844286,0.6278,7.5
5298,128,16.676996,13.8,4.8,27.188418,11.38168,2.72,1.74,0.96,0.48502,2.53985,6
5299,90,8.862328,18,5.6,39.568056,11.11696,2.94,1.742,0.98,0.48449,2.2928,2.5
5300,46,9.874,12,4,26.385218,11.33044,2.65,1.75,0.945,0.479965,2.53872,3
5301,105,12.397992,10.5,4.8,21.5029424,11.77764,2.829,1.688,0.837,0.495329,1.25093,3
5302,80,5.876908,10,5,20.49244912,11.68835,2.80875,1.6825,0.88625,0.489795,1.12352,5.8
5303,100,0.973995,10,4.8,20.99408622,10.1985,2.455,1.711,0.945,0.49607,0.94589,5
5304,20,0.97258,10,4,20.99408622,11.28095,2.455,1.87,1.1,0.476095,0.93456,2.3
5305,260,8.5111595,6.842105263,4.210526316,13.48303251,12.85708947,2.657894737,1.504736842,0.746315789,0.601488947,0.74838,4.5
5306,60,13.385996,36,5.6,83.46173333,10.347,2.368,1.904,1.184,0.467568,8.795,6
5307,214,34.30139975,24.66666667,4.333333333,55.32977111,11.45875556,2.763333333,1.725555556,0.982222222,0.476273333,3.26959,6
5308,86,8.841328,14.33333333,4,30.55068667,11.543,2.831666667,1.735,0.89,0.482156667,1.47116,7.5
5309,150,11.5514875,8.823529412,4.705882353,17.77768124,11.99817647,2.806470588,1.553529412,0.770588235,0.55355,0.53275,7.5
5310,36,3.55,18,4,36.0685,8.2366,1.79,2.055,1.39,0.499,1.027,4
5311,486,32.985963,9.050955414,4.537037037,20.1264785,11.50600456,2.68097561,1.749512195,0.815238095,0.535627325,0.8506,2.5
5312,138,9.107996,11.6,4.8,23.170338,11.0975047,2.81,1.71,0.86,0.4946015,0.8148,5
5313,200,13.747992,10,4.8,20.21334878,11.11696,2.825,1.725,0.926,0.491604,2.18789,3.8
5314,87,20.834,21.75,3.75,45.87725,9.0872,2.2225,1.91,1.135,0.479965,5.2757,3.8
5315,80,7.44274775,10,5,20.49244912,11.68835,2.80875,1.6825,0.88625,0.489795,1.50857,5.8
5316,220,27.24,24.66666667,4.333333333,53.05033333,9.1985,2.073333333,1.943333333,1.193333333,0.42692,4.52755,1.8
5317,92,6.697992,9.2,5.2,18.439538,11.79886,2.828,1.656,0.848,0.499196,0.70966,3.8
5318,86,1.7401675,14.33333333,5,30.55068667,11.543,2.881666667,1.735,0.89,0.48752,0.49494,7
5319,30,1.74316,10,5.333333333,20.76693544,13.65293333,3.09,1.556666667,0.866666667,0.48039,0.59255,5
5320,70,5.815328,10,4.571428571,20.09830286,11.13092857,2.611428571,1.662857143,0.928,0.498002857,1.7362,7
5321,260,16.684981,6.842105263,3.789473684,13.48303251,12.18850526,2.657894737,1.504736842,0.673684211,0.653165263,0.58543,4.5
5322,188,26.745328,31.33333333,5.333333333,75.83935333,11.62551667,2.876666667,1.716666667,0.896666667,0.46586,3.26959,2.8
5323,120,13.551332,12.5,4,24.55618878,11.17714,2.225,1.75,0.9825,0.495935625,1.9156,6.8
5324,38,7.134332,19,4,40.689515,11.50615,2.545,1.765,0.92,0.479405,1.37405,4
5325,30,0.38902725,4.666666667,3.5,8.808713333,11.9002,2.691666667,1.318666667,0.505333333,0.762368667,0.34857,6
5326,58,10.082327,22.83333333,4.666666667,50.63796667,9.159866667,2.848,1.88,1.106666667,0.479506667,2.58333,2.3
5327,68,4.663996,9.2,4.8,18.60817185,11.79886,2.825,1.626,0.848,0.498454,0.86737,6.3
5328,36,1.775,18,4,37.346215,8.2366,2.495,2.055,1.39,0.499,0.9328,5.5
5329,138,10.082327,11.25,4,22.75781879,11.66630833,2.5725,1.550833333,0.920833333,0.580335833,0.80212,6.5
5330,112,8.147992,16.5,5.6,35.468537,10.75912,2.904,1.698,0.944,0.481478,2.732,6
5331,572,51.077292,8.844444444,4.166666667,17.99422886,11.47783333,2.684444444,1.623333333,0.827777778,0.544971667,0.8045,5.5
5332,82,15.55,41,4,90.2267,8.12415,2.24,2.015,1.285,0.447985,7.715,2.5
5333,144,9.773996,14.8,4.8,31.20491705,10.78917,2.799,1.7575,0.899,0.489272,0.91543,6.8
5334,202,22.81264,20.5,5.6,47.31542253,15.24581,2.352,1.662,0.836,0.460005,3.11002,3
5335,122,13.9558185,12.5,4.25,24.55618878,11.79886,2.77,1.6825,0.86,0.4931925,1.80256,5.5
5336,74,9.133,14.4,4.8,31.5746356,11.90626,2.738,1.656,0.86,0.499196,2.13111,6
5337,6,1.741332,6,4,12.0096,11.2603,2.55,1.75,0.75,0.49954,0.8045,10
5338,74,14.22,24.66666667,4.333333333,53.356,9.3432,2.126666667,1.883333333,1.14,0.470563333,1.54573,2.5
5339,790,121.42,42,5.3,102.82756,8.88835,2.18,1.9072,1.2145,0.44736,6.46538,1.3
5340,108,8.147992,10,4.8,20.29889263,10.91369,2.675,1.736,0.925,0.49111,0.96381,6
5341,56,11.35441075,16.5,4,35.468537,10.629,2.795,1.765,0.905,0.479965,2.645,3.8
5342,128,13.385996,12,4.8,26.385218,11.38881,2.636,1.576,0.786,0.49282,1.78823,6
5343,286,52.257992,31.77777778,4.666666667,77.32431667,11.61422,2.815555556,1.774444444,0.981111111,0.465943333,5.80644,6
5344,600,45.0681235,10.71428571,4.785714286,21.51858752,11.15949107,2.698928571,1.710178571,0.898214286,0.515317679,0.73803,5.5
5345,214,34.988296,24.66666667,4.666666667,53.356,11.23931667,2.216666667,1.906666667,1.12,0.467531667,4.90209,2.3
5346,72,13.747992,12.8,5.6,24.5691257,12.18425,2.884,1.736,0.944,0.489272,1.69886,6
5347,58,14.883996,12.8,4.8,24.847737,11.02384,2.829,1.711,0.974,0.4946015,1.00958,5
5348,93,9.577996,12.2,4.8,24.789618,11.90626,2.755,1.656,0.896,0.492799,1.79459,6
5349,108,7.87674775,10.4,4.8,21.98931204,11.09357143,2.710714286,1.742,0.908571429,0.495722857,0.89374,6
5350,100,7.558488,10,4.8,20.29889263,12.04083,2.755,1.62,0.91,0.492719,0.81739,5.5
5351,226,32.807971,11.3,4.5,23.56094958,10.78917,2.63625,1.7125,0.98,0.4961945,0.48409,3.8
5352,20,0.32,10,4,20.99408622,9.01375,2.295,2.045,1.36,0.42668,0,3
5353,111,25.573324,9.25,3.916666667,19.24039571,12.8161,2.619166667,1.450833333,0.63,0.556837333,0.42861,3.8
5354,116,6.093996,11,4,22.1663648,11.28095,2.115,1.656,0.945,0.494878,1.79459,5.5
5355,134,25.494,23,4,49.22444938,9.8771,2.295,1.905,1.12,0.47754,5.0988,3.3
5356,90,6.093996,18,4.4,39.568056,11.90626,2.828,1.656,0.836,0.47907,2.16955,4
5357,58,8.841328,13.83333333,4.5,27.95135333,11.29003333,2.838333333,1.716666667,0.88,0.499514,1.50921,5.5
5358,61,3.55,31.1,4.8,73.793143,9.1302,2.23,1.89,1.16,0.499514,1.51422,6
5359,90,11.463996,18,5.6,39.568056,12.046624,2.829,1.74,1.1,0.476196,2.95341,2.5
5360,86,10.207996,15.6,4.8,32.059,10.75912,2.774,1.742,0.96,0.489486,1.92652,3.5
5361,126,13.385996,25.2,5.6,58.303418,11.61422,2.884,1.736,0.944,0.467568,2.28126,2.3
5362,128,20.3188215,12.5,4.25,26.20264325,10.98867188,2.84875,1.7775,0.966875,0.4931925,1.70155,5.5
5363,36,0.4324975,18,4,37.27215,8.21315,1.95,2.04,1.41,0.47899,0.61805,4
5364,50,3.555328,10,5.333333333,20.32523675,11.79596667,2.986666667,1.698333333,0.823333333,0.49968,0.66668,4.5
5365,60,4.073996,12.6,4.8,26.1647257,11.33044,2.706,1.678,0.892,0.498454,1.7,5.5
5366,108,8.505992,10.8,4.8,21.654418,10.629,2.79,1.74,0.86,0.498984,1.06784,6
5367,50,3.253996,10,4.8,20.016938,11.64556,2.774,1.631,0.882,0.499726,0.51039,3.5
5368,68,4.962995,13.6,4.4,29.525338,11.0881,2.766,1.74,0.96,0.48502,1.11239,6
5369,128,5.203996,12,4,26.385218,11.89726,2.828,1.4508,0.864,0.490932,1.04374,6
5370,86,4.545328,14.33333333,4,30.55068667,9.05335,2.381666667,1.716666667,1.04,0.487833333,1.0608,3
5371,108,5.2309795,9.5,4.666666667,19.23267792,10.93835833,2.788333333,1.7175,0.948333333,0.49124,0.78937,2.8
5372,58,11.722664,19.33333333,4.666666667,39.98766667,11.2603,2.901666667,1.711666667,0.92,0.47888,2.94712,3.8
5373,60,7.442664,12,4.666666667,26.62168667,11.79596667,2.413333333,1.713333333,0.966666667,0.473696667,1.4486,4
5374,84,12.421,42,5,98.3407975,9.1985,2.28,1.955,1.3,0.429675,6.64,3.5
5375,126,13.355328,25,4,58.303418,10.347,2.115,1.905,1.12,0.47888,2.6772,3.8
5376,190,14.368979,8.260869565,4.52173913,16.53105807,10.40668261,2.55173913,1.649583333,0.816173913,0.492804348,0.86102,7
5377,72,11.463996,14,4.7,31.937418,12.0863,2.502,1.708,0.951,0.485951,1.15072,5.5
5378,258,16.2981,6.864864865,3.459459459,13.68793776,12.40535676,2.706486486,1.485135135,0.575675676,0.658442432,0.4325,4.8
5379,202,22.81264,20.2,5.6,47.31542253,15.24581,3.443,1.662,0.836,0.460005,2.0416,2
5380,128,13.385996,24,4.8,53.4902975,10.59066,2.796,1.728,1.422,0.49512,2.16955,4.8
5381,152,10.561656,8.6,4.8,17.7903568,12.39211,2.566,1.544,0.642,0.611805,0.76176,3.3
5382,246,26.092,24.5,4.5,53.4902975,10.0975047,2.675,1.736,0.945,0.47907,2.732,6
5383,156,25.021992,17.33333333,4.444444444,37.51688,11.43734,2.852222222,1.742,0.911111111,0.483142222,2.78022,6.5
5384,28.83333333,7.5581595,9.25,3.916666667,18.5045364,12.8161,2.573333333,1.450833333,0.63,0.656218333,0.75249,2.5
5385,312,38.844,44.57142857,4.571428571,107.6281143,11.61475714,2.274285714,1.908571429,1.2,0.449472857,6.78733,2.5
5386,64,10.065992,14,5,32.059,10.99836,2.96,1.7,0.85,0.49897,1.6865,6.5
5387,196,30.92,24.5,5.5,53.4902975,10.0743,2.295,1.825,1.12,0.4756775,3.72067,1.8
5388,80,7.73466,10,4,20.25527838,11.9002,2.65,1.5975,0.8525,0.59185,1.00104,6.3
5389,104,8.359328,17.33333333,5.666666667,39.18098033,12.874275,2.636666667,1.65,0.841666667,0.482466667,1.0804,4.8
5390,127,27.104327,31.75,4.5,68.7005,9.251425,2.24,1.9075,1.2,0.4628675,2.96536,2.5
5391,30,1.7428315,6,4.8,11.663548,11.95216,2.836,1.598,0.814,0.499514,0.68417,4
5392,58,13.747992,11,4.8,24.789618,11.16682,2.502,1.754,0.908,0.485951,1.12352,5.5
5393,64,8.505992,12.8,4.8,26.385218,10.39875,2.81,1.74,0.91,0.496875,0.8506,6
5394,522,41.060299,10.44,4.44,20.93888802,10.993994,2.7136,1.705,0.9004,0.5368794,1.03196,5.5
5395,127,26.092,31,4,70.92449475,9.8771,2.135,1.9,1.22,0.462985,2.26855,3.3
5396,43,6.25674375,10.375,3.5,21.985986,12.18425,2.6725,1.495,0.71,0.6184925,1.37165,3
5397,108,8.147992,10.6,4.8,21.09824,11.33044,2.755,1.732,0.91,0.49512,0.94771,5.5
5398,72,8.147992,9,4.8,19.8565257,10.9485,2.708,1.626,0.912,0.498454,0.8117,6
5399,92,11.35599,13,4.666666667,27.44881367,11.66743333,2.774,1.746666667,0.882,0.499726667,0.75585,6
5400,170,19.921324,10.59090909,4.484848485,22.28821989,11.00750909,2.674545455,1.701818182,0.865454545,0.508796061,0.75585,5.5
5401,36,4.03,18,4,36.0685,9.6903,2.53,1.99,1.29,0.47857,0.75585,4
5402,126,13.385996,25.2,5.6,58.303418,11.61422,2.884,1.736,0.944,0.467568,4.19744,2.3
5403,150,13.385996,12,4.8,25.077338,12.30176,2.586,1.908,0.908,0.493032,1.25093,4.3
5404,214,37.304296,24.66666667,4.666666667,57.08166,11.23931667,2.768333333,1.761666667,0.96,0.472266667,4.90209,6
5405,74,12.831992,14.6,4.8,30.341818,11.16682,2.828,1.687,0.88,0.496484,1.9548,6
5406,46,11.35441075,23,4,48.7195,10.2968,2.545,1.545,0.71,0.45825,3.05125,3.5
5407,74,14.883996,14.4,5,31.5746356,9.8771,2.684,1.732,0.9,0.482036,1.03196,6.3
5408,66,13.44,13.66666667,4.666666667,29.97368417,11.14446,2.81,1.746666667,0.92,0.482265,2.732,6
5409,68,8.91,13.6,4,29.68067862,10.75912,2.24,1.855,0.945,0.479965,2.34255,6.3
5410,80,6.093996,9.8,4.8,18.439538,10.91369,2.825,1.626,0.912,0.491678,1.92091,5
5411,136,13.387328,22.66666667,5,51.25268667,11.22316667,2.976666667,1.716666667,0.92,0.471071667,2.94712,6
5412,55,3.253996,11,4.8,22.9889468,11.90972,2.884,1.662,0.782,0.490932,1.3008,3.5
5413,78,5.203996,11.6,4.8,22.212725,10.91354375,2.7275,1.72625,0.905,0.48855,0.49568,5
5414,46,8.147992,12.6,4.8,26.385218,10.75912,2.308,1.908,0.932,0.49282,1.61291,5.5
5415,100,8.147992,10,4.8,20.077018,11.33044,2.706,1.678,0.892,0.498454,0.75585,6
5416,560,39.048299,6.666666667,3.341269841,12.11840514,12.40968995,2.555396825,1.436005291,0.637566138,0.676130594,0.49724,3.5
5417,50,5.401996,10,4.8,20.3920334,11.33044,2.708,1.767,0.88,0.492736,1.51092,6
5418,60,4.904328,10,5.333333333,20.32523675,11.82415,2.926666667,1.62,0.815,0.494361667,0.93386,6
5419,79,8.147992,23,5.730769231,49.22444938,11.11729231,2.884,1.736,0.972307692,0.477854,3.52186,6
5420,60,15.78748,10,3.2,20.29889263,12.63188,2.824,1.4508,0.642,0.656218,1.91369,6
5421,100,8.228992,10,4.8,20.016938,11.2603,2.755,1.742,0.956,0.4946015,0.85401,6
5422,128,13.385996,10.8,5.6,20.29889263,11.02384,2.53,1.656,0.836,0.499196,0.58991,6
5423,46,13.551332,23,4,49.496,12.04083,2.53,1.875,0.945,0.467304,2.1154,4.3
5424,78,5.203996,11.3,4.7,24.789618,10.78917,2.684,1.738,0.945,0.49282,0.86684,6
5425,60,12.6129328,12,4.8,25.077338,12.30176,2.904,1.654,0.774,0.491678,1.61291,4.3
5426,108,7.957992,10.8,4.8,21.654418,11.17714,2.675,1.736,0.926,0.498984,0.82602,6
5427,116,7.767992,11.6,4.8,23.231818,11.02384,2.644,1.794,0.96,0.499514,1.2188,6
5428,202,16.449328,20.5,4.8,47.31542253,11.5108625,2.828,1.626,0.92,0.477665,2.312,6.3
5429,108,4.243996,9.2,4.8,18.439538,11.33044,2.805,1.656,0.848,0.498454,0.8886,3.5
5430,86,11.202328,14.33333333,5.333333333,30.341818,11.23931667,2.156666667,1.82,1.15,0.479965,1.24267,5.5
5431,114,13.385996,42.8,5.6,102.82756,10.13144,2.352,1.908,1.184,0.44942,5.80644,2
5432,50,7.87674775,10,5.6,20.99408622,11.43734,2.845,1.747,0.89,0.4946015,0.86099,5.5
5433,130,13.044328,24,5.333333333,53.05033333,11.25296667,2.753333333,1.751666667,0.98,0.473746667,3.52072,6.5
5434,117,11.35599,5.75,3.75,10.6125257,11.79886,2.7065,1.394,0.91,0.6184925,0.75193,2.3
5435,180,11.463996,9.2,5.6,18.60817185,11.64556,2.884,1.698,0.896,0.499196,0.6698,1.5
5436,128,20.415992,12.8,4,26.385218,11.38168,2.81,1.74,0.86,0.49282,1.07443,6
5437,134,13.053996,22.4,5.2,49.496,9.65936,2.884,1.736,1.026666667,0.457149,5.10922,3
5438,288,23.627328,10.28571429,4.571428571,21.30943346,10.73008571,2.274285714,1.738571429,0.904285714,0.483161429,1.02228,7.5
5439,220,26.015984,23.5,4.7,49.204038,10.60098,2.682,1.77,0.908,0.467304,4.75782,5.5
5440,92,7.4428315,9.2,4,18.01515585,10.60098,2.58,1.712,0.956,0.474714,0.76486,2.5
5441,184,28.370603,18,5.6,43.498522,12.63188,2.738,1.652,0.914,0.486658,2.18789,2.5
5442,90,11.351332,18,4,37.346215,12.0278,2.875,1.625,0.71,0.61443,1.26278,2.5
5443,84,12.536328,11.14285714,4.285714286,24.033618,11.61475714,2.757142857,1.744285714,0.914285714,0.486791429,1.83476,6
5444,120,8.505992,12,4.6,24.085483,10.629,2.694,1.745,0.946,0.48855,1.775,6
5445,82,13.551332,41,4,95.225235,9.1985,2.28,1.955,1.3,0.437,6.77567,2.5
5446,82,13.35,42,4,102.82756,8.2366,2.24,1.88,1.14,0.47888,1.54573,2.3
5447,74,13.747992,14,4,29.94401875,11.1479375,2.75375,1.745,0.945,0.47754,1.3459,3.8
5448,112,75.098979,18,5,41.38155381,11.1289,2.777619048,1.728571429,0.964285714,0.467285714,1.2398,2.5
5449,108,8.147992,8.8,4.8,18.439538,11.90626,2.706,1.626,0.864,0.498454,1.00843,2
5450,50,3.253996,10,4.8,20.016938,11.70255,2.79,1.714,0.882,0.499726,0.6508,3
5451,100,7.558488,10,4.8,20.29889263,11.79886,2.805,1.631,0.91,0.499404,0.73241,4
5452,192,25.85539975,11.14285714,4.571428571,22.536126,11.1016,2.774285714,1.667142857,0.887142857,0.508980952,1.3008,7.8
5453,46,12.421,19,4,39.568056,9.695,2.295,1.905,1.36,0.47888,5.325,2.3
5454,152,9.143996,10,4.8,20.29889263,11.90972,2.755,1.662,0.884,0.491604,0.11391,6
5455,108,5.2309795,10.8,4.8,21.654418,11.17714,2.826,1.743,0.926,0.498984,0.82898,6
5456,242,7.900992,12,4,24.085483,11.86572,2.6245,1.626,0.746,0.6164428,1.61291,4
5457,74,14.7341515,24.75,4.75,53.4902975,10.999625,2.743,1.765,0.945,0.477015,4.11583,5.8
5458,114,11.35599,38.66666667,6,92.69733333,11.1173,2.706666667,1.84,1.15,0.45159,3.78533,2.5
5459,74,14.883996,14.5,4.8,32.059,11.02384,2.828,1.632,0.936,0.49282,1.36305,5
5460,76,15.604,41,5.333333333,95.225235,9.350333333,2.14,1.943333333,1.14,0.46833,5.50017,3.8
5461,80,7.73466,10,5,20.25527838,11.026725,2.79,1.6725,0.8525,0.495275,0.74322,6.3
5462,214,17.623984,22.13888889,5,65.565418,11.69384444,2.832222222,1.724444444,0.911111111,0.469015,3.08833,6
5463,122,13.385996,12.4,4.8,24.808518,11.33044,2.706,1.678,0.892,0.498984,2.19978,5.5
5464,96,15.55,48,5,116.3255,8.31996,2.02,2.064,1.422,0.40338,7.715,1.8
5465,93,17.593,31.1,5,69.592128,9.159866667,1.966666667,1.9,1.193333333,0.436875,3.11533,1.8
5466,122,15.604,20.33333333,4.666666667,46.44374833,11.22316667,2.871666667,1.716666667,0.92,0.486506667,0.94589,6
5467,80,6.32407475,8.333333333,3,17.77455444,11.74963333,2.7275,1.5425,0.723333333,0.745029167,0.6415,5
5468,41,6.394996,20.66666667,4.666666667,47.98568667,8.054,2.126666667,1.88,1.19,0.448826667,1.39322,4.3
5469,61,8.109328,12,4.333333333,25.077338,11.2603,2.66,1.75,0.75,0.48449,1.71759,6
5470,86,9.014328,15.66666667,4.666666667,33.46149333,11.35495,2.943333333,1.734166667,0.95,0.474714,1.36305,2.5
5471,180,8.147992,9,4.8,18.60817185,11.90972,2.884,1.662,0.792,0.490932,0.76544,3.8
5472,196,27.10599,27.6,5.6,64.1611,11.17714,2.675,1.907,0.945,0.478919,3.20755,5.8
5473,28,8.795996,7.5,4.8,14.99685963,11.7051,2.7635,1.542,0.7225,0.6164428,0.61805,5
5474,176,14.091992,10.6,4.8,21.5029424,10.75912,2.706,1.678,0.98,0.498984,0.58543,6
5475,30,1.7401675,15,5.333333333,31.93741867,11.27966667,2.848,1.718333333,0.893333333,0.477098333,0.33885,3.8
5476,90,11.35441075,18,4,41.86192313,12.0863,2.868,1.576,0.864,0.479689167,2.6772,3
5477,122,20.36,20.33333333,4.666666667,46.52035333,9.138583333,2.126666667,1.88,1.106666667,0.482036,2.45933,2.8
5478,163,20.3188215,20.375,4.125,46.9564675,11.9389125,2.5725,1.59,0.82375,0.59942625,1.83476,2.5
5479,188,30.708,23.83333333,4.833333333,54.27519833,11.67401667,2.976666667,1.711666667,0.915,0.4704,6.44467,4
5480,90,20.29466,31.1,4,69.592128,9.65936,1.95,1.925,1.1925,0.449615,6.2105,2.5
5481,62,7.4194875,6.444444444,3.555555556,13.26123889,11.77037222,2.686666667,1.573333333,0.735555556,0.606303889,0.5639,2.5
5482,104,10.082327,11.33333333,5.166666667,22.41718167,11.22316667,2.821666667,1.716666667,0.841666667,0.491875833,0.85358,6.5
5483,112,11.206324,8.88,4.666666667,16.12007907,11.9482,2.691666667,1.450833333,0.813333333,0.656218333,0.58973,2.5
5484,311,41.181992,31.5,4.8,74.718706,11.20276,2.757,1.88,0.955,0.467568,4.57578,2.5
5485,194,24.70666,48.5,4.5,118.019,8.897,2.2225,1.925,1.165,0.447885,5.2515,2.5
5486,134,25.721328,31.33333333,4,70.86662595,9.072366667,2.2,1.93,1.18,0.457615,6.0674,5.5
5487,116,8.505992,11.6,4.4,24.085483,12.0863,2.828,1.656,0.848,0.499196,1.03544,2.5
5488,184,40.61,23,4,49.22444938,9.300975,2.25375,1.86625,1.1275,0.4628675,3.47589,2.5
5489,79,15.593,39.5,5.3,93.78445,9.273855,2.279,1.91,1.245,0.45877,5.2515,3.8
5490,58,4.542664,12.66666667,5.333333333,26.62168667,11.86273333,2.926666667,1.62,0.92,0.469576667,1.45419,6.2
5491,122,14.883996,11.6,4.4,24.808518,11.33044,2.706,1.82,0.892,0.498928,1.07443,5.5
5492,72,14.485992,23,4.8,48.7195,11.38168,2.754,1.698,0.892,0.476095,2.78022,6.8
5493,15300,643.0938035,8.02739726,5.401273885,16.21512702,12.97660311,3.179235669,1.567945205,0.737260274,0.505030318,0.58105,1.5
5494,68,4.243996,13.6,5.6,29.525338,11.5619,2.828,1.75,0.914,0.486658,0.82753,3.5
5495,128,13.385996,12,4,26.98813314,11.38168,2.308,1.688,0.9,0.492736,1.79216,6
5496,86,6.674328,14.33333333,5.166666667,30.64595367,11.86273333,2.861666667,1.7,0.901666667,0.487171667,0.82082,4.5
5497,50,5.401996,10,4.8,20.3920334,10.56518,2.708,1.648,0.88,0.492736,0.51006,9
5498,100,15.43,50,4,117.386335,9.01375,2.295,1.91,1.36,0.42668,7.7965,2.5
5499,72,1.74316,9,5,18.48597796,11.719925,2.81875,1.62625,0.84875,0.4840125,0.6698,5.8
5500,86,14.22,14.33333333,5.333333333,30.61252,11.65406667,2.881666667,1.716666667,0.896666667,0.488163333,1.8288,5.5
5501,203,17.59,42.8,5.6,102.82756,9.65936,2.02,2.064,1.422,0.40338,3.1504,2
5502,70,5.203996,10,4.571428571,20.99412653,10.93792857,2.612857143,1.745714286,0.964285714,0.496660214,0.69207,7
5503,68,8.505992,12.5,4.8,26.20264325,11.38168,2.81,1.74,0.96,0.491678,1.01032,5.5
5504,100,7.767992,10,4.8,20.99412653,12.04083,2.6703,1.551,0.71,0.492736,0.6278,5.5
5505,72,3.551332,8.8,5,16.862138,12.04083,2.502,1.648,0.502,0.492719,0.6888,2.8
5506,108,18.20589925,36,4,93.8846,8.21315,2.298,1.904,1.3,0.457615,6.5225,2.5
5507,80,1.7401675,10,5,20.25527838,11.026725,2.79,1.6725,0.8525,0.495275,0.8338,7.5
5508,92,19.334,30.66666667,5,68.56273,9.159866667,2.223333333,1.913333333,1.213333333,0.448826667,6.44467,4.8
5509,150,18.952664,16.66666667,4.666666667,36.87157556,11.29003333,2.736666667,1.756666667,0.996666667,0.487833333,2.1154,6
5510,220,24.574384,27.6,4.8,65.565418,11.38168,2.81,1.74,0.86,0.47382125,3.1504,6
